,index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height,cluster,z
630,115,552757.840684,4182377.81574,552734.672956,4182354.1002,552702.8576,4182385.18066,552726.025328,4182408.89619,39.78,14,49.02
631,121,553059.379802,4182730.51835,553018.0776,4182689.21645,552991.311149,4182715.9831,553032.613352,4182757.285,23.82,14,49.02
632,128,553084.602003,4182707.47379,553042.560873,4182665.04927,553003.522958,4182703.7344,553045.564088,4182746.15892,26.82,14,49.02
633,161,552946.118932,4182438.69696,552922.443732,4182399.54194,552435.235725,4182694.13372,552458.910925,4182733.28874,22.44,14,49.02
634,176,552764.808439,4182424.80639,552693.981554,4182353.47674,552664.867458,4182382.38563,552735.694343,4182453.71528,37.28,14,49.02
635,177,552801.068641,4182509.5206,552773.856172,4182482.0782,552748.423077,4182507.29819,552775.635546,4182534.74059,24.12,14,49.02
636,215,553015.833908,4182686.32022,552967.788466,4182637.71497,552936.190696,4182668.94882,552984.236138,4182717.55406,29.37,14,49.02
637,223,552838.104682,4182458.97449,552815.455639,4182435.90458,552788.168736,4182462.69367,552810.817779,4182485.76359,42.74,14,49.02
638,253,553241.522752,4182766.92871,553209.842905,4182733.84137,553162.785336,4182778.89718,553194.465182,4182811.98451,49.02,14,49.02
639,254,552789.515987,4182520.3486,552762.501457,4182493.05333,552743.774476,4182511.58769,552770.789006,4182538.88297,21.96,14,49.02
640,275,552763.638295,4182502.85878,552730.403174,4182470.49609,552699.242368,4182502.49692,552732.477489,4182534.85961,34.73,14,49.02
641,287,552992.58518,4182708.06782,552942.599191,4182657.37867,552897.7288,4182701.62662,552947.714789,4182752.31577,32.76,14,49.02
642,291,552980.387985,4182602.07815,552926.26286,4182547.6918,552871.291724,4182602.3989,552925.416849,4182656.78525,31.8,14,49.02
643,309,552698.341142,4182653.17588,552674.209446,4182648.91113,552670.300974,4182671.0269,552694.432671,4182675.29164,12.92,14,49.02
644,328,552732.218021,4182626.43192,552700.373747,4182620.7331,552691.61648,4182669.66755,552723.460753,4182675.36637,31.82,14,49.02
645,336,552726.758314,4182659.37219,552694.503933,4182653.33405,552686.318108,4182697.06086,552718.572489,4182703.09901,31.35,14,49.02
646,343,552784.564236,4182524.4776,552752.358257,4182491.43416,552732.465945,4182510.82231,552764.671924,4182543.86576,23.73,14,49.02
647,352,552844.592667,4182465.09927,552824.197626,4182444.32492,552796.668749,4182471.35116,552817.06379,4182492.12551,35.91,14,49.02
648,359,552785.327828,4182669.77465,552743.094304,4182663.21805,552736.336219,4182706.74937,552778.569742,4182713.30597,42.16,14,49.02
649,368,552880.219277,4182395.4018,552857.542359,4182372.83352,552808.416348,4182422.19601,552831.093267,4182444.76429,31.6,14,49.02
650,387,553070.255057,4182777.86537,553022.865658,4182730.01445,552991.402249,4182761.17439,553038.791647,4182809.02531,15.05,14,49.02
651,431,552815.318503,4182331.21369,552790.79995,4182305.83912,552758.163787,4182337.37429,552782.682341,4182362.74886,36.24,14,49.02
652,442,552942.577009,4183110.23389,552765.364841,4182497.31179,552718.749605,4182510.7895,552895.961773,4183123.7116,27.75,14,49.02
653,464,553026.368842,4182674.11648,552989.351821,4182636.66205,552970.123943,4182655.66538,553007.140965,4182693.11981,24.93,14,49.02
654,469,553012.230198,4182528.08781,552835.786589,4182350.53379,552785.945208,4182400.06346,552962.388816,4182577.61749,31.57,14,49.02
655,475,552829.455607,4182761.43708,552810.318567,4182723.27379,552772.155173,4182742.41088,552791.292213,4182780.57417,6.56,14,49.02
656,492,552831.26155,4182478.0211,552802.439015,4182448.68577,552777.389458,4182473.29745,552806.211993,4182502.63278,38.51,14,49.02
657,516,553021.437623,4182679.13283,552984.27197,4182641.52795,552964.625796,4182660.94465,553001.791448,4182698.54953,26.75,14,49.02
658,552,553004.751974,4182356.58329,552955.650754,4182343.01255,552798.419752,4182911.90042,552847.520972,4182925.47117,24.66,14,49.02
659,568,552887.196856,4182507.55467,552784.388681,4182403.34144,552734.090905,4182452.96107,552836.899079,4182557.17431,42.41,14,49.02
660,636,552789.141582,4182496.26639,552741.244591,4182447.99803,552692.084028,4182496.78035,552739.98102,4182545.04871,36.39,14,49.02
661,660,553040.471405,4182662.03832,553007.711408,4182628.58432,552979.893326,4182655.82531,553012.653323,4182689.27931,28.02,14,49.02
662,762,552763.361181,4182662.92218,552738.126574,4182659.02109,552731.014835,4182705.02414,552756.249442,4182708.92523,38.95,14,49.02
663,777,553274.721739,4182672.84708,553232.739301,4182630.12962,553202.293444,4182660.05161,553244.275882,4182702.76907,41.91,14,49.02
664,806,552964.542914,4182679.89414,552922.569004,4182637.75943,552878.763628,4182681.39763,552920.737538,4182723.53234,28.19,14,49.02
665,820,552752.9678,4182651.39996,552724.879697,4182647.40006,552716.944857,4182703.12004,552745.03296,4182707.11995,19.8,14,49.02
666,18,552430.430391,4182442.53287,552398.650455,4182437.22559,552392.351326,4182474.94468,552424.131261,4182480.25196,32.0,15,43.56
667,36,552512.823464,4182518.71469,552492.153724,4182515.35462,552488.466438,4182538.0373,552509.136178,4182541.39736,21.71,15,43.56
668,38,552364.323299,4182322.70412,552265.072795,4182306.65153,552254.761002,4182370.40761,552354.011507,4182386.4602,43.56,15,43.56
669,63,552323.884564,4182472.78087,552283.287621,4182466.10245,552273.874422,4182523.32362,552314.471365,4182530.00204,28.98,15,43.56
670,76,552459.29322,4182447.49069,552433.355703,4182443.48033,552427.73714,4182479.81908,552453.674656,4182483.82944,13.25,15,43.56
671,129,552423.325719,4182546.75048,552370.063733,4182537.42383,552362.425752,4182581.04229,552415.687737,4182590.36893,31.94,15,43.56
672,132,552493.133845,4182500.39819,552461.882802,4182495.45158,552452.741147,4182553.20551,552483.99219,4182558.15213,34.37,15,43.56
673,135,552330.738274,4182494.39969,552300.871665,4182489.4829,552294.74637,4182526.69045,552324.612978,4182531.60725,28.22,15,43.56
674,140,552442.927126,4182444.65258,552404.495462,4182438.24632,552394.967192,4182495.40712,552433.398856,4182501.81339,35.65,15,43.56
675,145,552373.236597,4182369.45732,552259.761113,4182350.45601,552249.481037,4182411.84847,552362.956522,4182430.84977,39.41,15,43.56
676,152,552489.234351,4182452.97688,552451.707405,4182446.29353,552441.596622,4182503.06547,552479.123568,4182509.74882,38.86,15,43.56
677,179,552344.710107,4182476.44786,552314.569075,4182471.20569,552304.68243,4182528.05123,552334.823462,4182533.29339,29.7,15,43.56
678,182,552257.912122,4182499.98043,552242.530578,4182484.38842,552226.938928,4182499.7696,552242.320471,4182515.36162,22.68,15,43.56
679,188,552282.039247,4182523.48534,552255.270741,4182519.41845,552248.877407,4182561.49978,552275.645914,4182565.56666,31.37,15,43.56
680,189,552451.449307,4182493.67171,552412.775116,4182487.1045,552403.061139,4182544.30987,552441.73533,4182550.87709,35.04,15,43.56
681,196,552406.510424,4182238.7699,552382.059763,4182215.04649,552357.933274,4182239.9126,552382.383934,4182263.636,33.6,15,43.56
682,214,552522.972952,4182457.33613,552486.918507,4182451.3124,552480.292745,4182490.97028,552516.347191,4182496.994,34.78,15,43.56
683,226,552561.754038,4182182.1818,552533.356729,4182153.67178,552484.938461,4182201.89864,552513.33577,4182230.40865,37.3,15,43.56
684,236,552482.200497,4182498.95389,552431.733446,4182490.30236,552421.872958,4182547.82161,552472.34001,4182556.47315,33.07,15,43.56
685,240,552402.385727,4182331.86921,552354.548292,4182323.99841,552347.450105,4182367.14006,552395.28754,4182375.01086,30.22,15,43.56
686,252,552471.316506,4182449.66148,552439.61623,4182444.34411,552430.075106,4182501.22486,552461.775382,4182506.54223,32.22,15,43.56
687,272,552529.482672,4182311.49699,552493.610763,4182275.40875,552441.632239,4182327.07569,552477.504148,4182363.16393,32.8,15,43.56
688,274,552303.160899,4182469.63938,552262.969151,4182462.88297,552253.392633,4182519.85063,552293.58438,4182526.60704,39.43,15,43.56
689,283,552519.686412,4182476.80297,552465.936526,4182467.86102,552459.463645,4182506.76939,552513.213532,4182515.71134,33.36,15,43.56
690,311,552511.452502,4182521.78212,552469.923096,4182515.49931,552463.939929,4182555.04813,552505.469335,4182561.33093,31.39,15,43.56
691,330,552393.009164,4182389.65797,552350.268712,4182382.65073,552345.646142,4182410.84598,552388.386594,4182417.85321,24.18,15,43.56
692,357,552543.997901,4182161.98293,552522.954641,4182141.1792,552494.719129,4182169.73983,552515.762389,4182190.54355,19.08,15,43.56
693,367,552278.063266,4182494.39176,552236.37167,4182487.49701,552231.642922,4182516.09109,552273.334518,4182522.98584,35.25,15,43.56
694,382,552566.673242,4182350.11719,552532.740321,4182314.9929,552501.273586,4182345.39232,552535.206506,4182380.51661,31.7,15,43.56
695,385,552286.774815,4182442.11056,552245.131538,4182435.25253,552239.54403,4182469.18095,552281.187307,4182476.03898,22.34,15,43.56
696,396,552383.67828,4182366.41857,552360.369086,4182362.63467,552356.587984,4182385.92665,552379.897178,4182389.71055,15.58,15,43.56
697,432,552515.418548,4182503.3378,552466.733574,4182495.20435,552460.230148,4182534.13239,552508.915122,4182542.26584,40.31,15,43.56
698,448,552257.638232,4182480.31664,552234.333964,4182476.36845,552229.17921,4182506.79452,552252.483478,4182510.74271,39.68,15,43.56
699,473,552282.343817,4182523.8072,552232.17457,4182515.35781,552222.572918,4182572.36869,552272.742165,4182580.81808,41.03,15,43.56
700,518,552329.969974,4182474.34321,552297.167048,4182468.78477,552290.807862,4182506.31331,552323.610789,4182511.87174,15.19,15,43.56
701,519,552413.707343,4182506.84772,552374.164269,4182500.48782,552367.818578,4182539.94256,552407.361651,4182546.30246,39.46,15,43.56
702,527,552384.880695,4182434.27608,552325.685412,4182424.1842,552315.961049,4182481.22372,552375.156332,4182491.31561,34.86,15,43.56
703,529,552391.991885,4182428.75195,552382.026074,4182392.39813,552238.397443,4182431.77158,552248.363255,4182468.12541,21.88,15,43.56
704,535,552546.682454,4182329.24119,552515.279079,4182297.45817,552464.299036,4182347.82925,552495.702411,4182379.61228,41.42,15,43.56
705,543,552338.123852,4182475.42873,552310.660319,4182470.10937,552303.286521,4182508.17986,552330.750054,4182513.49922,29.52,15,43.56
706,557,552318.103382,4182261.95326,552274.493102,4182254.65242,552269.473421,4182284.63664,552313.083702,4182291.93747,31.43,15,43.56
707,646,552660.967135,4182010.95713,552592.443774,4181941.90401,552461.290869,4182072.05074,552529.814231,4182141.10386,39.91,15,43.56
708,681,552324.833973,4182424.41298,552297.638269,4182419.93292,552288.269724,4182476.8036,552315.465428,4182481.28366,20.1,15,43.56
709,682,552512.557775,4182516.50617,552476.173458,4182510.29396,552471.792395,4182535.95344,552508.176712,4182542.16565,38.5,15,43.56
710,689,552506.666447,4182455.57741,552469.095771,4182449.47916,552462.874992,4182487.80473,552500.445668,4182493.90298,34.44,15,43.56
711,733,552390.678651,4182397.96162,552349.038975,4182391.13511,552344.41339,4182419.34983,552386.053065,4182426.17634,22.21,15,43.56
712,749,552559.67634,4182263.21051,552489.979616,4182184.57394,552454.106337,4182216.36894,552523.803061,4182295.00552,24.05,15,43.56
713,751,552385.399646,4182434.63097,552354.657807,4182429.39497,552348.551312,4182465.2477,552379.293152,4182470.4837,23.86,15,43.56
714,779,552424.53259,4182441.85998,552387.193534,4182435.34686,552377.275402,4182492.20649,552414.614458,4182498.71961,29.64,15,43.56
715,803,552673.22565,4182382.13064,552608.076979,4182316.0706,552563.84774,4182359.68965,552628.996411,4182425.74969,38.06,15,43.56
716,815,552393.682756,4182380.42302,552351.348126,4182374.18185,552347.109992,4182402.92961,552389.444623,4182409.17079,22.12,15,43.56
717,845,552330.965236,4182532.05265,552290.647016,4182525.5074,552281.424185,4182582.31937,552321.742405,4182588.86462,25.87,15,43.56
718,846,552518.469984,4182185.17867,552496.452682,4182162.77162,552471.316774,4182187.4703,552493.334077,4182209.87736,5.63,15,43.56
719,22,552872.403234,4182770.08454,552792.321977,4182756.93789,552783.112032,4182813.03914,552863.193288,4182826.1858,93.78,16,119.74
720,47,552560.823544,4182500.33336,552516.718484,4182493.51513,552511.973263,4182524.21053,552556.078324,4182531.02875,90.0,16,119.74
721,55,552827.491677,4182870.3937,552785.61493,4182863.44132,552775.467108,4182924.56542,552817.343855,4182931.5178,100.0,16,119.74
722,91,552743.082851,4182531.61551,552700.850685,4182489.26471,552651.46985,4182538.50723,552693.702015,4182580.85802,101.8,16,119.74
723,92,552705.987487,4182656.37129,552680.944051,4182652.67932,552677.739921,4182674.41366,552702.783358,4182678.10562,103.9,16,119.74
724,116,552705.180393,4182701.36807,552633.515308,4182689.24842,552623.710154,4182747.22755,552695.37524,4182759.34721,110.91,16,119.74
725,137,552803.296444,4182878.71838,552752.901824,4182870.61447,552745.102872,4182919.11268,552795.497492,4182927.21659,94.03,16,119.74
726,139,552624.536442,4182751.79236,552586.614981,4182745.5342,552579.961519,4182785.85104,552617.88298,4182792.10919,93.02,16,119.74
727,141,553060.947103,4182579.93035,553023.864947,4182541.23473,552974.182038,4182588.84604,553011.264194,4182627.54166,93.15,16,119.74
728,149,552545.186225,4182371.14397,552515.104945,4182340.91426,552485.954764,4182369.92131,552516.036043,4182400.15102,91.58,16,119.74
729,151,552961.290814,4182455.73508,552872.865909,4182418.67622,552632.379008,4182992.49404,552720.803913,4183029.55289,111.29,16,119.74
730,198,552817.009933,4182608.87327,552792.139346,4182584.22399,552745.205003,4182631.57971,552770.07559,4182656.22899,102.74,16,119.74
731,213,552603.178662,4182579.5785,552574.853046,4182574.92267,552558.445372,4182674.74523,552586.770988,4182679.40107,88.85,16,119.74
732,225,552845.358888,4182277.31279,552806.71793,4182238.40136,552757.901216,4182286.87874,552796.542174,4182325.79018,88.76,16,119.74
733,278,552891.411129,4182684.05393,552838.404954,4182630.4431,552793.518373,4182674.82342,552846.524547,4182728.43425,96.78,16,119.74
734,298,552643.695841,4182638.51465,552575.289385,4182626.56692,552566.434474,4182677.26553,552634.84093,4182689.21326,99.24,16,119.74
735,325,552679.144474,4182746.56061,552625.520224,4182737.601,552616.405213,4182792.15536,552670.029464,4182801.11497,114.47,16,119.74
736,351,552712.796348,4182532.1958,552685.739797,4182504.48796,552651.428842,4182537.99241,552678.485393,4182565.70026,90.05,16,119.74
737,411,552636.341416,4182688.20505,552596.051986,4182681.88365,552590.999168,4182714.08777,552631.288599,4182720.40917,119.74,16,119.74
738,426,552588.513602,4182522.91829,552545.778267,4182515.79539,552537.265945,4182566.86688,552580.001281,4182573.98978,103.94,16,119.74
739,452,552583.762357,4182466.85744,552523.664903,4182457.1239,552514.559518,4182513.34295,552574.656972,4182523.07649,100.7,16,119.74
740,459,552981.045047,4182651.82145,552946.929713,4182617.37913,552916.745006,4182647.27728,552950.86034,4182681.71959,90.55,16,119.74
741,536,552608.658525,4182515.22453,552568.703489,4182475.26324,552526.922614,4182517.03757,552566.87765,4182556.99886,92.84,16,119.74
742,544,552838.473524,4182184.5068,552789.369743,4182135.22091,552747.548824,4182176.8873,552796.652604,4182226.17319,98.5,16,119.74
743,569,552908.983686,4182622.55972,552851.98347,4182566.43194,552807.609676,4182611.49547,552864.609892,4182667.62325,113.9,16,119.74
744,579,553036.396457,4182555.59784,553000.780394,4182519.20766,552951.543795,4182567.39687,552987.159858,4182603.78705,115.69,16,119.74
745,616,553022.513885,4182766.733,552982.109129,4182725.56688,552940.026466,4182766.87122,552980.431222,4182808.03734,100.74,16,119.74
746,640,553156.510263,4182665.71621,553099.152316,4182607.67983,553044.484055,4182661.70904,553101.842001,4182719.74542,110.79,16,119.74
747,654,552712.999431,4182597.46319,552669.452983,4182590.30637,552658.931047,4182654.32823,552702.477494,4182661.48505,92.96,16,119.74
748,671,552718.668744,4182809.21922,552678.412375,4182802.77828,552668.543339,4182864.46055,552708.799708,4182870.90149,92.64,16,119.74
749,674,552549.333314,4182531.29206,552524.755666,4182527.48375,552521.120135,4182550.94634,552545.697783,4182554.75465,95.39,16,119.74
750,680,552601.74187,4182895.95776,552537.56333,4182885.39844,552527.8695,4182944.3166,552592.04804,4182954.87592,92.19,16,119.74
751,705,552735.06188,4182812.87867,552699.284693,4182805.97332,552687.476581,4182867.15218,552723.253767,4182874.05753,95.77,16,119.74
752,714,552544.912604,4182737.55771,552506.77518,4182731.75161,552500.698517,4182771.66622,552538.83594,4182777.47233,100.92,16,119.74
753,722,552851.328171,4182552.35758,552806.908445,4182507.9376,552755.662481,4182559.18327,552800.082208,4182603.60325,110.38,16,119.74
754,775,552566.278473,4182512.22859,552513.222642,4182504.20603,552504.222276,4182563.72845,552557.278108,4182571.75101,101.14,16,119.74
755,788,552771.932814,4182754.27247,552666.968024,4182736.48237,552656.249724,4182799.72226,552761.214514,4182817.51236,101.47,16,119.74
756,799,552987.029251,4182785.60945,552954.254529,4182752.98416,552911.595435,4182795.83864,552944.370157,4182828.46393,96.72,16,119.74
757,17,552700.538126,4183173.20522,552620.083157,4183159.71593,552611.268591,4183212.28914,552691.72356,4183225.77844,89.69,17,89.69
758,53,552761.201769,4182816.41954,552719.369354,4182809.54893,552709.20715,4182871.42256,552751.039565,4182878.29317,63.28,17,89.69
759,73,552755.185179,4183182.24023,552706.492908,4183173.78465,552698.209612,4183221.48483,552746.901883,4183229.9404,82.21,17,89.69
760,87,552557.122527,4183153.13281,552497.758669,4183142.94829,552488.864178,4183194.79276,552548.228036,4183204.97728,87.33,17,89.69
761,90,553085.891745,4183420.46885,552980.951652,4183402.83655,552973.52891,4183447.01363,553078.469003,4183464.64593,72.45,17,89.69
762,102,552507.645886,4183191.53749,552471.842772,4183185.4801,552462.828321,4183238.76127,552498.631436,4183244.81867,61.14,17,89.69
763,155,552888.305136,4183110.99774,552861.27714,4183106.13935,552852.664087,4183154.05515,552879.692084,4183158.91354,61.92,17,89.69
764,157,552649.850244,4182848.07156,552608.062573,4182841.04636,552598.853423,4182895.82469,552640.641094,4182902.8499,69.88,17,89.69
765,238,552548.735419,4183199.39275,552489.317198,4183189.44431,552480.553235,4183241.78811,552539.971456,4183251.73655,85.68,17,89.69
766,257,552726.436614,4183026.86322,552678.408035,4183019.00852,552668.726104,4183078.20991,552716.754684,4183086.06462,85.44,17,89.69
767,344,552636.405934,4183314.81938,552576.608842,4183304.39268,552568.952428,4183348.30221,552628.749521,4183358.72891,73.06,17,89.69
768,363,552582.997474,4183003.1838,552520.871227,4182993.09201,552510.725619,4183055.54957,552572.851865,4183065.64136,68.26,17,89.69
769,427,552943.35984,4182994.87387,552891.787668,4182986.11718,552881.184768,4183048.56256,552932.756939,4183057.31925,76.38,17,89.69
770,434,552894.416036,4182993.88011,552840.095601,4182984.88101,552831.089365,4183039.24452,552885.4098,4183048.24362,64.41,17,89.69
771,436,552915.423362,4182899.12686,552855.02962,4182889.13588,552847.232107,4182936.2705,552907.625849,4182946.26148,74.97,17,89.69
772,506,552670.23905,4182945.78172,552613.028044,4182936.73527,552602.705415,4183002.01701,552659.916422,4183011.06346,72.37,17,89.69
773,514,552698.376678,4182805.65545,552615.973842,4182792.2352,552604.775939,4182860.9924,552687.178775,4182874.41266,65.33,17,89.69
774,559,552804.250366,4183188.58619,552735.541954,4183177.07295,552726.910369,4183228.58432,552795.618781,4183240.09755,83.15,17,89.69
775,561,552656.019522,4182905.99014,552598.909556,4182896.55621,552582.034347,4182998.71323,552639.144313,4183008.14717,67.2,17,89.69
776,577,552627.636334,4183010.11273,552579.951959,4183002.13752,552570.668253,4183057.64551,552618.352628,4183065.62072,66.57,17,89.69
777,588,552998.504186,4183399.74647,552965.312267,4183353.66152,552856.801279,4183431.81475,552889.993198,4183477.89971,82.59,17,89.69
778,611,552753.34198,4182858.55575,552686.434674,4182847.39276,552681.125052,4182879.2169,552748.032358,4182890.37989,73.47,17,89.69
779,655,552788.102376,4182925.94677,552744.084949,4182918.59044,552738.426381,4182952.44913,552782.443808,4182959.80546,65.1,17,89.69
780,659,552822.695727,4182826.81583,552760.884745,4182816.83422,552750.994665,4182878.07837,552812.805647,4182888.05998,69.12,17,89.69
781,673,552973.152997,4183097.88512,552928.300843,4183090.38026,552922.804258,4183123.23016,552967.656412,4183130.73502,75.2,17,89.69
782,716,552692.703177,4183222.82863,552646.860776,4183215.2588,552637.440504,4183272.30734,552683.282906,4183279.87717,79.73,17,89.69
783,718,552526.36065,4183095.21006,552486.92203,4183088.82722,552477.936513,4183144.34735,552517.375133,4183150.73019,74.47,17,89.69
784,807,552445.901409,4183285.2296,552385.644981,4183274.98886,552377.621468,4183322.19913,552437.877896,4183332.43988,67.25,17,89.69
785,821,552733.606058,4183330.84721,552676.541164,4183321.47512,552659.81792,4183423.29989,552716.882814,4183432.67197,72.4,17,89.69
786,825,552837.362278,4183346.70361,552793.434009,4183339.36975,552775.918839,4183444.28186,552819.847108,4183451.61572,72.3,17,89.69
787,831,552718.260123,4183072.94944,552638.815995,4183059.43212,552628.760648,4183118.52951,552708.204777,4183132.04682,66.51,17,89.69
788,835,553031.33209,4183086.37203,552987.012307,4183079.03771,552972.24426,4183168.27793,553016.564043,4183175.61226,62.33,17,89.69
789,840,552795.077295,4182984.6215,552733.48172,4182974.46189,552725.362291,4183023.68827,552786.957866,4183033.84788,76.52,17,89.69
790,847,552803.854652,4182865.89148,552754.334401,4182858.10123,552749.293194,4182890.14667,552798.813444,4182897.93692,76.97,17,89.69
791,32,553175.903945,4182524.64313,553116.271113,4182465.71918,553068.971621,4182513.5877,553128.604454,4182572.51166,49.24,18,90.93
792,37,552962.53449,4182229.92245,552936.7575,4182204.03526,552900.018711,4182240.61765,552925.795701,4182266.50484,69.8,18,90.93
793,41,552862.41593,4182209.74044,552788.826185,4182136.2567,552698.141224,4182227.07247,552771.730969,4182300.55622,79.0,18,90.93
794,107,553252.734441,4182603.06152,553179.410668,4182529.06153,553129.382641,4182578.6324,553202.706414,4182652.63239,50.42,18,90.93
795,154,552955.02998,4182301.60358,552920.142232,4182267.00993,552871.311239,4182316.25605,552906.198987,4182350.84971,52.4,18,90.93
796,158,553013.793156,4182100.9112,552946.58376,4182032.97514,552905.401652,4182073.71676,552972.611048,4182141.65281,73.18,18,90.93
797,217,552869.363559,4182216.80114,552843.733377,4182191.26454,552813.890415,4182221.21687,552839.520597,4182246.75347,55.39,18,90.93
798,244,553329.991707,4182526.85913,553256.693315,4182452.7408,553182.595983,4182526.01843,553255.894375,4182600.13676,49.66,18,90.93
799,280,552931.040044,4182447.10675,552902.34615,4182414.16062,552871.365912,4182441.14235,552900.059806,4182474.08848,50.09,18,90.93
800,299,552969.494114,4182213.18035,552935.420189,4182178.75398,552886.669339,4182227.00574,552920.743265,4182261.43211,83.92,18,90.93
801,301,552783.631184,4182403.91602,552744.973674,4182365.03005,552713.918914,4182395.90236,552752.576425,4182434.78833,72.36,18,90.93
802,414,553098.610933,4182214.67434,553065.153783,4182181.08776,553025.717142,4182220.37243,553059.174292,4182253.95901,60.05,18,90.93
803,429,552851.218681,4182235.99387,552829.834859,4182214.85945,552799.888604,4182245.15909,552821.272427,4182266.29352,47.17,18,90.93
804,445,553167.10246,4182247.7877,553119.522431,4182200.1709,553074.045364,4182245.61286,553121.625393,4182293.22965,56.4,18,90.93
805,472,553229.35134,4182472.49691,553166.326013,4182408.4299,553115.787879,4182458.14632,553178.813207,4182522.21333,48.64,18,90.93
806,509,553051.525606,4182187.55674,553000.53372,4182136.5778,552957.539949,4182179.58248,553008.531835,4182230.56143,90.93,18,90.93
807,523,552990.229253,4182132.01139,552952.518637,4182093.74377,552894.567566,4182150.85132,552932.278181,4182189.11895,51.58,18,90.93
808,555,553349.139695,4182963.30499,552486.254955,4182382.14003,552449.390609,4182436.87438,553312.27535,4183018.03933,57.93,18,90.93
809,578,553058.917371,4182134.28623,553020.481834,4182095.4049,552971.51757,4182143.80776,553009.953108,4182182.68909,48.05,18,90.93
810,592,553015.314705,4182216.70096,552957.233702,4182158.58719,552922.281851,4182193.51933,552980.362854,4182251.6331,63.48,18,90.93
811,643,553213.668532,4182649.80256,553053.222763,4182489.19632,553002.193137,4182540.17496,553162.638905,4182700.7812,68.1,18,90.93
812,645,552963.844033,4182311.24408,552933.549505,4182281.11466,552884.653675,4182330.27843,552914.948203,4182360.40785,46.95,18,90.93
813,657,552933.807688,4182647.69973,552895.117085,4182608.81774,552867.085563,4182636.71128,552905.776166,4182675.59327,63.46,18,90.93
814,662,552837.288407,4182351.19147,552799.073758,4182312.67144,552748.439442,4182362.90433,552786.65409,4182401.42436,44.34,18,90.93
815,761,552920.283409,4182661.22123,552877.861071,4182618.59255,552846.446031,4182649.85553,552888.86837,4182692.48421,64.44,18,90.93
816,808,552895.087742,4182144.05265,552839.035235,4182087.52487,552793.520468,4182132.65695,552849.572975,4182189.18474,51.78,18,90.93
817,2,552666.590855,4182907.31546,552636.236702,4182902.33558,552630.106864,4182939.69909,552660.461017,4182944.67897,47.45,19,59.66
818,23,552742.468168,4182919.75568,552696.584485,4182912.53806,552690.297245,4182952.50715,552736.180928,4182959.72477,48.0,19,59.66
819,40,552827.872211,4183044.94603,552772.041513,4183036.02698,552763.048796,4183092.31878,552818.879495,4183101.23783,40.89,19,59.66
820,64,552531.001943,4183055.32323,552473.178526,4183045.24262,552465.305484,4183090.40319,552523.128901,4183100.4838,38.23,19,59.66
821,66,552717.054977,4182915.46821,552682.037503,4182909.55876,552672.267075,4182967.45504,552707.284549,4182973.3645,42.57,19,59.66
822,89,552871.634987,4183051.35608,552828.748368,4183044.27333,552820.636557,4183093.39099,552863.523177,4183100.47374,50.08,19,59.66
823,103,552701.729416,4182913.00233,552664.365397,4182906.73368,552654.030809,4182968.33254,552691.394829,4182974.60119,41.75,19,59.66
824,125,552684.628825,4183269.79407,552639.386618,4183262.29177,552630.881169,4183313.58338,552676.123377,4183321.08569,36.86,19,59.66
825,136,553001.52401,4183280.21249,552907.922641,4183264.80311,552892.646384,4183357.5958,552986.247753,4183373.00519,55.65,19,59.66
826,156,553181.404227,4182960.14356,553167.894831,4182886.36548,552412.604723,4183024.66552,552426.114119,4183098.44361,55.8,19,59.66
827,171,552540.781127,4182996.9128,552483.187839,4182987.07345,552470.920372,4183058.87942,552528.51366,4183068.71877,59.66,19,59.66
828,197,552607.372371,4183156.20369,552555.704665,4183147.57423,552549.258329,4183186.17077,552600.926035,4183194.80023,40.88,19,59.66
829,256,552675.594106,4183320.58217,552615.208498,4183310.70248,552605.250885,4183371.56435,552665.636492,4183381.44404,37.17,19,59.66
830,271,552765.811048,4183081.62258,552718.224391,4183073.6938,552708.722973,4183130.71906,552756.30963,4183138.64784,46.63,19,59.66
831,307,552588.908837,4183171.71568,552552.196635,4183165.86678,552545.812031,4183205.94152,552582.524233,4183211.79041,39.4,19,59.66
832,316,552827.830793,4182827.94139,552802.228187,4182824.09596,552795.66564,4182867.78895,552821.268247,4182871.63438,43.64,19,59.66
833,332,552678.205837,4182853.51988,552633.999035,4182846.25199,552625.097829,4182900.39344,552669.304631,4182907.66132,36.2,19,59.66
834,388,552515.524119,4183143.73838,552485.334686,4183138.68543,552479.369872,4183174.32288,552509.559305,4183179.37583,51.64,19,59.66
835,465,552881.959486,4183052.51143,552844.346984,4183046.18596,552834.34853,4183105.63869,552871.961032,4183111.96417,49.44,19,59.66
836,496,552914.218304,4182844.59896,552821.727343,4182814.27741,552702.013618,4183179.44466,552794.50458,4183209.76621,50.64,19,59.66
837,499,552436.322388,4183312.13825,552383.611625,4183303.61061,552371.942553,4183375.73908,552424.653315,4183384.26672,52.03,19,59.66
838,571,552739.463012,4182940.06633,552693.531912,4182932.22515,552688.638909,4182960.88677,552734.570009,4182968.72796,35.77,19,59.66
839,593,552838.419191,4182993.03203,552786.550195,4182984.73674,552779.096834,4183031.34134,552830.96583,4183039.63662,48.28,19,59.66
840,617,552738.723619,4182949.19025,552692.036409,4182941.55259,552686.794274,4182973.59651,552733.481484,4182981.23417,54.84,19,59.66
