,index,point1x,point1y,point2x,point2y,point3x,point3y,point4x,point4y,height,cluster,z,
661,660,553040.4714,4182662.038,553007.7114,4182628.584,552979.8933,4182655.825,553012.6533,4182689.279,28.02,14,49.02,
664,806,552964.5429,4182679.894,552922.569,4182637.759,552878.7636,4182681.398,552920.7375,4182723.532,28.19,14,49.02,
618,618,552938.6669,4182357.603,552876.0346,4182347.411,552694.0478,4183465.806,552756.6801,4183475.997,28.2,13,28.2,
673,135,552330.7383,4182494.4,552300.8717,4182489.483,552294.7464,4182526.69,552324.613,4182531.607,28.22,15,43.56,
73,836,552920.8266,4182390.541,552884.5266,4182353.954,552853.5738,4182384.665,552889.8739,4182421.251,28.33,0,39.01,
573,582,552422.9095,4183378.139,552371.3901,4183369.207,552364.4162,4183409.431,552415.9356,4183418.363,28.48,12,32.36,
326,130,553470.0278,4183096.449,553426.3913,4183052.399,553366.4033,4183111.824,553410.0397,4183155.874,28.66,7,46.64,
451,435,552488.0712,4182664.676,552449.1879,4182658.262,552444.1054,4182689.076,552482.9886,4182695.489,28.75,11,43.15,
38,394,552941.9205,4182371.643,552903.6624,4182334.194,552878.0825,4182360.327,552916.3406,4182397.776,28.82,0,39.01,
95,419,552571.2902,4183066.479,552528.9639,4183059.26,552522.1888,4183098.988,552564.5151,4183106.206,28.87,1,37.5,
323,98,553530.6755,4182787.769,553489.384,4182746.153,553445.2712,4182789.921,553486.5627,4182831.538,28.95,7,46.64,
669,63,552323.8846,4182472.781,552283.2876,4182466.102,552273.8744,4182523.324,552314.4714,4182530.002,28.98,15,43.56,
586,656,552759.2328,4183456.105,552683.9131,4183443.297,552674.7083,4183497.426,552750.028,4183510.234,29.08,12,32.36,
121,745,552602.7049,4183108.156,552564.5703,4183102.241,552557.4922,4183147.873,552595.6269,4183153.788,29.2,1,37.5,
540,402,552596.461,4183538.162,552557.0683,4183531.617,552544.9329,4183604.657,552584.3256,4183611.202,29.22,12,32.36,
636,215,553015.8339,4182686.32,552967.7885,4182637.715,552936.1907,4182668.949,552984.2361,4182717.554,29.37,14,49.02,
295,212,552909.2409,4183057.853,552870.7821,4183051.024,552860.3425,4183109.816,552898.8013,4183116.645,29.44,6,39.1,
705,543,552338.1239,4182475.429,552310.6603,4182470.109,552303.2865,4182508.18,552330.7501,4182513.499,29.52,15,43.56,
318,60,553518.289,4183050.004,553473.0691,4183004.337,553448.7886,4183028.379,553494.0085,4183074.046,29.57,7,46.64,
714,779,552424.5326,4182441.86,552387.1935,4182435.347,552377.2754,4182492.206,552414.6145,4182498.72,29.64,15,43.56,
677,179,552344.7101,4182476.448,552314.5691,4182471.206,552304.6824,4182528.051,552334.8235,4182533.293,29.7,15,43.56,
354,693,553507.0487,4182963.004,553435.978,4182891.269,553356.152,4182970.356,553427.2227,4183042.091,29.74,7,46.64,
47,474,552863.5746,4182377.843,552835.5324,4182350.085,552803.6241,4182382.32,552831.6663,4182410.078,29.83,0,39.01,
442,259,552506.7258,4182797.531,552468.9005,4182791.136,552462.3785,4182829.711,552500.2039,4182836.107,29.88,11,43.15,
471,678,552501.7633,4182583.108,552448.626,4182574.475,552442.0132,4182615.175,552495.1505,4182623.808,30.08,11,43.15,
310,721,552866.7771,4183080.742,552823.7802,4183073.433,552818.8866,4183102.218,552861.8835,4183109.528,30.12,6,39.1,
685,240,552402.3857,4182331.869,552354.5483,4182323.998,552347.4501,4182367.14,552395.2875,4182375.011,30.22,15,43.56,
437,207,552404.8875,4182650.129,552375.716,4182645.565,552369.7298,4182683.826,552398.9013,4182688.39,30.29,11,43.15,
482,818,552773.9443,4183317.828,552387.5606,4182336.752,552340.0043,4182355.482,552726.388,4183336.557,30.36,11,43.15,
110,648,552595.8529,4183180.561,552567.9056,4183176.165,552563.0849,4183206.813,552591.0322,4183211.209,30.41,1,37.5,
557,491,552778.5588,4183339.017,552722.2945,4183329.654,552705.4491,4183430.88,552761.7133,4183440.243,30.46,12,32.36,
454,493,552384.9705,4182695.537,552343.9421,4182688.817,552334.6791,4182745.374,552375.7075,4182752.094,30.71,11,43.15,
455,500,552509.7441,4182775.681,552472.4683,4182769.487,552465.5699,4182811.008,552502.8457,4182817.201,30.74,11,43.15,
49,488,553151.3565,4182312.936,553077.5591,4182237.786,553028.6227,4182285.842,553102.4202,4182360.992,30.75,0,39.01,
572,576,552800.8452,4183584.541,552740.2338,4183574.551,552730.1864,4183635.512,552790.7977,4183645.501,30.93,12,32.36,
246,405,552895.7722,4183628.476,552838.0177,4183619.489,552832.8336,4183652.804,552890.5881,4183661.791,31.26,5,31.34,
273,717,552849.2435,4183549.904,552788.592,4183539.998,552778.1131,4183604.156,552838.7646,4183614.063,31.34,5,31.34,
645,336,552726.7583,4182659.372,552694.5039,4182653.334,552686.3181,4182697.061,552718.5725,4182703.099,31.35,14,49.02,
315,791,552787.0906,4183286.524,552738.5876,4183278.788,552731.9071,4183320.676,552780.4101,4183328.411,31.36,6,39.1,
679,188,552282.0392,4182523.485,552255.2707,4182519.418,552248.8774,4182561.5,552275.6459,4182565.567,31.37,15,43.56,
690,311,552511.4525,4182521.782,552469.9231,4182515.499,552463.9399,4182555.048,552505.4693,4182561.331,31.39,15,43.56,
706,557,552318.1034,4182261.953,552274.4931,4182254.652,552269.4734,4182284.637,552313.0837,4182291.937,31.43,15,43.56,
654,469,553012.2302,4182528.088,552835.7866,4182350.534,552785.9452,4182400.063,552962.3888,4182577.617,31.57,14,49.02,
649,368,552880.2193,4182395.402,552857.5424,4182372.834,552808.4163,4182422.196,552831.0933,4182444.764,31.6,14,49.02,
84,191,552612.0869,4183109.133,552583.3871,4183104.452,552577.703,4183139.302,552606.4028,4183143.983,31.61,1,37.5,
306,566,552766.0558,4183235.497,552734.8226,4183230.408,552728.2329,4183270.856,552759.4661,4183275.945,31.62,6,39.1,
460,580,552413.4529,4182651.421,552384.8111,4182647.035,552378.9326,4182685.42,552407.5743,4182689.807,31.67,11,43.15,
694,382,552566.6732,4182350.117,552532.7403,4182314.993,552501.2736,4182345.392,552535.2065,4182380.517,31.7,15,43.56,
642,291,552980.388,4182602.078,552926.2629,4182547.692,552871.2917,4182602.399,552925.4168,4182656.785,31.8,14,49.02,
644,328,552732.218,4182626.432,552700.3737,4182620.733,552691.6165,4182669.668,552723.4608,4182675.366,31.82,14,49.02,
312,729,552783.5446,4183308.529,552734.9079,4183300.946,552730.4396,4183329.608,552779.0763,4183337.19,31.89,6,39.1,
671,129,552423.3257,4182546.75,552370.0637,4182537.424,552362.4258,4182581.042,552415.6877,4182590.369,31.94,15,43.56,
666,18,552430.4304,4182442.533,552398.6505,4182437.226,552392.3513,4182474.945,552424.1313,4182480.252,32,15,43.56,
22,289,552910.097,4182340.155,552878.302,4182308.286,552828.5097,4182357.964,552860.3047,4182389.832,32.03,0,39.01,
34,370,553161.958,4182441.004,553141.248,4182420.196,553109.1692,4182452.124,553129.8792,4182472.932,32.05,0,39.01,
686,252,552471.3165,4182449.661,552439.6162,4182444.344,552430.0751,4182501.225,552461.7754,4182506.542,32.22,15,43.56,
580,613,552403.4904,4183395.639,552368.0422,4183389.79,552362.1055,4183425.766,552397.5537,4183431.616,32.36,12,32.36,
438,237,552519.1217,4182746.464,552476.1254,4182739.882,552471.5928,4182769.489,552514.589,4182776.071,32.46,11,43.15,
99,437,552609.0519,4183175.908,552577.1266,4183170.709,552570.8871,4183209.024,552602.8123,4183214.223,32.5,1,37.5,
82,178,552613.5208,4183157.848,552587.0525,4183153.856,552581.4898,4183190.732,552607.9581,4183194.725,32.56,1,37.5,
641,287,552992.5852,4182708.068,552942.5992,4182657.379,552897.7288,4182701.627,552947.7148,4182752.316,32.76,14,49.02,
687,272,552529.4827,4182311.497,552493.6108,4182275.409,552441.6322,4182327.076,552477.5041,4182363.164,32.8,15,43.56,
86,208,552663.1295,4183265.996,552623.5473,4183259.765,552615.4715,4183311.07,552655.0537,4183317.3,32.84,1,37.5,
314,766,552985.3608,4183113.419,552926.5197,4183103.572,552920.8073,4183137.706,552979.6485,4183147.553,32.91,6,39.1,
334,248,553602.9041,4182957.247,553563.3645,4182916.536,553518.8863,4182959.734,553558.4259,4183000.445,32.94,7,46.64,
842,719,552677.3522,4182909.954,552646.696,4182904.944,552639.4418,4182949.33,552670.098,4182954.34,33.02,19,59.66,
484,826,552339.7795,4182704.624,552299.3663,4182698.199,552292.9785,4182738.381,552333.3917,4182744.806,33.05,11,43.15,
684,236,552482.2005,4182498.954,552431.7334,4182490.302,552421.873,4182547.822,552472.34,4182556.473,33.07,15,43.56,
468,632,552341.3272,4182639.878,552313.7884,4182635.298,552306.6546,4182678.193,552334.1933,4182682.773,33.11,11,43.15,
290,79,553117.8432,4183093.125,553069.9309,4183085.134,553060.0534,4183144.356,553107.9656,4183152.347,33.35,6,39.1,
689,283,552519.6864,4182476.803,552465.9365,4182467.861,552459.4636,4182506.769,552513.2135,4182515.711,33.36,15,43.56,
292,148,553138.3096,4183096.941,553097.7105,4183090.319,553091.4958,4183128.421,553132.0949,4183135.043,33.49,6,39.1,
681,196,552406.5104,4182238.77,552382.0598,4182215.046,552357.9333,4182239.913,552382.3839,4182263.636,33.6,15,43.56,
307,596,552796.0391,4183239.859,552734.4602,4183229.181,552724.501,4183286.609,552786.08,4183297.288,33.79,6,39.1,
478,752,552478.6753,4182717.387,552440.572,4182710.901,552435.36,4182741.519,552473.4633,4182748.005,33.87,11,43.15,
309,711,552925.3982,4183105.632,552862.5785,4183095.81,552857.6647,4183127.237,552920.4843,4183137.059,34.36,6,39.1,
672,132,552493.1338,4182500.398,552461.8828,4182495.452,552452.7411,4182553.206,552483.9922,4182558.152,34.37,15,43.56,
710,689,552506.6664,4182455.577,552469.0958,4182449.479,552462.875,4182487.805,552500.4457,4182493.903,34.44,15,43.56,
640,275,552763.6383,4182502.859,552730.4032,4182470.496,552699.2424,4182502.497,552732.4775,4182534.86,34.73,14,49.02,
23,292,552872.1698,4182254.405,552851.342,4182233.506,552818.7037,4182266.032,552839.5316,4182286.932,34.74,0,39.01,
682,214,552522.973,4182457.336,552486.9185,4182451.312,552480.2927,4182490.97,552516.3472,4182496.994,34.78,15,43.56,
702,527,552384.8807,4182434.276,552325.6854,4182424.184,552315.961,4182481.224,552375.1563,4182491.316,34.86,15,43.56,
485,839,552413.4772,4182573.139,552365.099,4182564.495,552358.7089,4182600.262,552407.087,4182608.905,34.89,11,43.15,
680,189,552451.4493,4182493.672,552412.7751,4182487.105,552403.0611,4182544.31,552441.7353,4182550.877,35.04,15,43.56,
466,625,552281.1245,4182589.462,552245.832,4182583.484,552238.9868,4182623.893,552274.2793,4182629.871,35.11,11,43.15,
429,114,552350.856,4182641.387,552321.3439,4182636.593,552315.9569,4182669.758,552345.469,4182674.551,35.14,11,43.15,
693,367,552278.0633,4182494.392,552236.3717,4182487.497,552231.6429,4182516.091,552273.3345,4182522.986,35.25,15,43.56,
481,772,552543.9259,4182720.075,552482.0714,4182710.006,552472.5714,4182768.361,552534.426,4182778.431,35.47,11,43.15,
467,629,552343.1068,4182686.238,552284.2266,4182676.296,552277.4032,4182716.704,552336.2834,4182726.647,35.63,11,43.15,
674,140,552442.9271,4182444.653,552404.4955,4182438.246,552394.9672,4182495.407,552433.3989,4182501.813,35.65,15,43.56,
473,688,552477.3348,4182728.379,552438.294,4182721.722,552431.5085,4182761.515,552470.5492,4182768.173,35.73,11,43.15,
838,571,552739.463,4182940.066,552693.5319,4182932.225,552688.6389,4182960.887,552734.57,4182968.728,35.77,19,59.66,
647,352,552844.5927,4182465.099,552824.1976,4182444.325,552796.6687,4182471.351,552817.0638,4182492.126,35.91,14,49.02,
626,77,552748.8568,4182637.075,552710.525,4182630.323,552698.2345,4182700.099,552736.5663,4182706.851,36.07,14,49.02,
42,408,553098.7037,4182172.767,553073.7364,4182147.322,553032.8516,4182187.44,553057.8189,4182212.884,36.1,0,39.01,
833,332,552678.2058,4182853.52,552633.999,4182846.252,552625.0978,4182900.393,552669.3046,4182907.661,36.2,19,59.66,
651,431,552815.3185,4182331.214,552790.8,4182305.839,552758.1638,4182337.374,552782.6823,4182362.749,36.24,14,49.02,
660,636,552789.1416,4182496.266,552741.2446,4182447.998,552692.084,4182496.78,552739.981,4182545.049,36.39,14,49.02,
55,553,552919.9306,4182267.553,552875.4379,4182222.662,552825.2993,4182272.355,552869.7921,4182317.246,36.65,0,39.01,
845,787,552846.8771,4182935.277,552785.2856,4182924.792,552779.521,4182958.657,552841.1125,4182969.141,36.75,19,59.66,
824,125,552684.6288,4183269.794,552639.3866,4183262.292,552630.8812,4183313.583,552676.1234,4183321.086,36.86,19,59.66,
474,697,552498.2458,4182604.054,552445.3813,4182595.444,552435.4371,4182656.502,552488.3015,4182665.112,37.09,11,43.15,
829,256,552675.5941,4183320.582,552615.2085,4183310.702,552605.2509,4183371.564,552665.6365,4183381.444,37.17,19,59.66,
634,176,552764.8084,4182424.806,552693.9816,4182353.477,552664.8675,4182382.386,552735.6943,4182453.715,37.28,14,49.02,
683,226,552561.754,4182182.182,552533.3567,4182153.672,552484.9385,4182201.899,552513.3358,4182230.409,37.3,15,43.56,
449,379,552333.6729,4182638.411,552298.0205,4182632.359,552288.0356,4182691.175,552323.688,4182697.227,37.4,11,43.15,
447,342,552515.0315,4182715.132,552482.2241,4182709.691,552477.0382,4182740.961,552509.8456,4182746.402,37.43,11,43.15,
90,350,552460.0462,4183284.9,552426.477,4183279.315,552418.1887,4183329.132,552451.7579,4183334.717,37.5,1,37.5,
715,803,552673.2257,4182382.131,552608.077,4182316.071,552563.8477,4182359.69,552628.9964,4182425.75,38.06,15,43.56,
458,532,552593.424,4182681.402,552541.3446,4182672.572,552531.9286,4182728.103,552584.0079,4182736.934,38.14,11,43.15,
820,64,552531.0019,4183055.323,552473.1785,4183045.243,552465.3055,4183090.403,552523.1289,4183100.484,38.23,19,59.66,
446,312,552550.4693,4182614.656,552498.5177,4182605.984,552488.5231,4182665.859,552540.4748,4182674.531,38.36,11,43.15,
483,823,552316.9865,4182640.021,552215.1261,4182623.421,552198.9389,4182722.748,552300.7993,4182739.348,38.38,11,43.15,
432,174,552269.3844,4182671.535,552209.1556,4182660.918,552198.3848,4182722.02,552258.6137,4182732.637,38.48,11,43.15,
709,682,552512.5578,4182516.506,552476.1735,4182510.294,552471.7924,4182535.953,552508.1767,4182542.166,38.5,15,43.56,
656,492,552831.2616,4182478.021,552802.439,4182448.686,552777.3895,4182473.297,552806.212,4182502.633,38.51,14,49.02,
676,152,552489.2344,4182452.977,552451.7074,4182446.294,552441.5966,4182503.065,552479.1236,4182509.749,38.86,15,43.56,
662,762,552763.3612,4182662.922,552738.1266,4182659.021,552731.0148,4182705.024,552756.2494,4182708.925,38.95,14,49.02,
65,691,553183.3172,4182261.327,553154.3547,4182232.173,553108.2583,4182277.967,553137.2208,4182307.121,39.01,0,39.01,
317,829,552984.7839,4183127.372,552922.6955,4183116.887,552914.3878,4183166.078,552976.4761,4183176.564,39.1,6,39.1,
831,307,552588.9088,4183171.716,552552.1966,4183165.867,552545.812,4183205.942,552582.5242,4183211.79,39.4,19,59.66,
675,145,552373.2366,4182369.457,552259.7611,4182350.456,552249.481,4182411.848,552362.9565,4182430.85,39.41,15,43.56,
688,274,552303.1609,4182469.639,552262.9692,4182462.883,552253.3926,4182519.851,552293.5844,4182526.607,39.43,15,43.56,
701,519,552413.7073,4182506.848,552374.1643,4182500.488,552367.8186,4182539.943,552407.3617,4182546.302,39.46,15,43.56,
698,448,552257.6382,4182480.317,552234.334,4182476.368,552229.1792,4182506.795,552252.4835,4182510.743,39.68,15,43.56,
630,115,552757.8407,4182377.816,552734.673,4182354.1,552702.8576,4182385.181,552726.0253,4182408.896,39.78,14,49.02,
707,646,552660.9671,4182010.957,552592.4438,4181941.904,552461.2909,4182072.051,552529.8142,4182141.104,39.91,15,43.56,
436,204,552347.3347,4182654.707,552319.3773,4182649.703,552313.6232,4182681.851,552341.5806,4182686.855,40.18,11,43.15,
697,432,552515.4185,4182503.338,552466.7336,4182495.204,552460.2301,4182534.132,552508.9151,4182542.266,40.31,15,43.56,
475,700,552347.4694,4182667.72,552309.9365,4182660.421,552303.3584,4182694.243,552340.8913,4182701.543,40.79,11,43.15,
828,197,552607.3724,4183156.204,552555.7047,4183147.574,552549.2583,4183186.171,552600.926,4183194.8,40.88,19,59.66,
819,40,552827.8722,4183044.946,552772.0415,4183036.027,552763.0488,4183092.319,552818.8795,4183101.238,40.89,19,59.66,
699,473,552282.3438,4182523.807,552232.1746,4182515.358,552222.5729,4182572.369,552272.7422,4182580.818,41.03,15,43.56,
846,801,552512.8179,4183159.406,552482.6484,4183154.505,552476.4596,4183192.604,552506.6292,4183197.505,41.26,19,59.66,
452,440,552530.4019,4182670.85,552489.4701,4182664.019,552482.9469,4182703.101,552523.8787,4182709.933,41.4,11,43.15,
704,535,552546.6825,4182329.241,552515.2791,4182297.458,552464.299,4182347.829,552495.7024,4182379.612,41.42,15,43.56,
823,103,552701.7294,4182913.002,552664.3654,4182906.734,552654.0308,4182968.333,552691.3948,4182974.601,41.75,19,59.66,
847,810,552753.8593,4183233.968,552693.1461,4183223.61,552683.6413,4183279.324,552744.3545,4183289.681,41.8,19,59.66,
663,777,553274.7217,4182672.847,553232.7393,4182630.13,553202.2934,4182660.052,553244.2759,4182702.769,41.91,14,49.02,
648,359,552785.3278,4182669.775,552743.0943,4182663.218,552736.3362,4182706.749,552778.5697,4182713.306,42.16,14,49.02,
659,568,552887.1969,4182507.555,552784.3887,4182403.341,552734.0909,4182452.961,552836.8991,4182557.174,42.41,14,49.02,
821,66,552717.055,4182915.468,552682.0375,4182909.559,552672.2671,4182967.455,552707.2845,4182973.365,42.57,19,59.66,
637,223,552838.1047,4182458.974,552815.4556,4182435.905,552788.1687,4182462.694,552810.8178,4182485.764,42.74,14,49.02,
462,597,552429.6101,4182654.188,552381.467,4182646.559,552372.5072,4182703.099,552420.6503,4182710.728,42.84,11,43.15,
479,754,552411.7372,4182700.151,552379.3,4182694.628,552369.7352,4182750.793,552402.1724,4182756.317,43.15,11,43.15,
205,776,552417.2163,4182487.31,552378.5783,4182480.942,552374.2047,4182507.478,552412.8427,4182513.846,43.24,4,77.38,
199,658,552495.2892,4182627.119,552452.1315,4182620.034,552445.703,4182659.194,552488.8606,4182666.279,43.28,4,77.38,
321,84,553462.0372,4182550.76,553434.7277,4182517.662,553393.8145,4182551.421,553421.124,4182584.518,43.3,7,46.64,
668,38,552364.3233,4182322.704,552265.0728,4182306.652,552254.761,4182370.408,552354.0115,4182386.46,43.56,15,43.56,
832,316,552827.8308,4182827.941,552802.2282,4182824.096,552795.6656,4182867.789,552821.2682,4182871.634,43.64,19,59.66,
177,246,552561.1714,4182675.487,552510.3101,4182667.621,552504.2974,4182706.5,552555.1587,4182714.366,43.66,4,77.38,
201,699,552473.0947,4182555.417,552436.5505,4182549.182,552425.9188,4182611.502,552462.463,4182617.736,43.78,4,77.38,
175,229,552452.7988,4182553.167,552397.585,4182543.856,552387.1406,4182605.796,552442.3544,4182615.106,43.95,4,77.38,
814,662,552837.2884,4182351.191,552799.0738,4182312.671,552748.4394,4182362.904,552786.6541,4182401.424,44.34,18,90.93,
188,505,552468.4282,4182598.344,552363.279,4182580.862,552353.2121,4182641.413,552458.3613,4182658.894,44.57,4,77.38,
207,798,552332.2849,4182421.799,552305.7884,4182417.327,552295.5717,4182477.854,552322.0682,4182482.326,44.78,4,77.38,
198,650,552364.7949,4182325.175,552325.5682,4182318.496,552317.0554,4182368.495,552356.2822,4182375.174,44.9,4,77.38,
172,138,552416.0166,4182494.099,552378.0434,4182487.841,552372.6665,4182520.465,552410.6396,4182526.724,44.93,4,77.38,
180,334,552634.3882,4182421.75,552589.468,4182376.494,552540.376,4182425.223,552585.2961,4182470.478,44.97,4,77.38,
204,769,552317.4674,4182422.601,552290.8874,4182418.223,552281.4575,4182475.472,552308.0374,4182479.85,44.99,4,77.38,
625,65,553279.5218,4182629.284,552397.3054,4182482.606,552387.4108,4182542.119,553269.6272,4182688.797,45.03,14,49.02,
184,390,552495.0476,4182367.471,552426.3169,4182341.716,552393.4741,4182429.363,552462.2048,4182455.117,45.06,4,77.38,
181,346,552557.7529,4182694.46,552486.7878,4182683.605,552480.9314,4182721.892,552551.8964,4182732.747,45.46,4,77.38,
176,242,552345.9404,4182427.676,552311.8685,4182421.739,552301.7101,4182480.036,552335.7821,4182485.973,45.57,4,77.38,
830,271,552765.811,4183081.623,552718.2244,4183073.694,552708.723,4183130.719,552756.3096,4183138.648,46.63,19,59.66,
358,734,553577.5157,4182990.405,553532.8872,4182945.338,553487.8752,4182989.912,553532.5036,4183034.979,46.64,7,46.64,
812,645,552963.844,4182311.244,552933.5495,4182281.115,552884.6537,4182330.278,552914.9482,4182360.408,46.95,18,90.93,
803,429,552851.2187,4182235.994,552829.8349,4182214.859,552799.8886,4182245.159,552821.2724,4182266.294,47.17,18,90.93,
182,355,552501.0036,4182397.631,552465.4312,4182380.468,552437.761,4182437.818,552473.3334,4182454.981,47.19,4,77.38,
817,2,552666.5909,4182907.315,552636.2367,4182902.336,552630.1069,4182939.699,552660.461,4182944.679,47.45,19,59.66,
818,23,552742.4682,4182919.756,552696.5845,4182912.538,552690.2972,4182952.507,552736.1809,4182959.725,48,19,59.66,
809,578,553058.9174,4182134.286,553020.4818,4182095.405,552971.5176,4182143.808,553009.9531,4182182.689,48.05,18,90.93,
841,709,552747.7431,4182870.104,552688.5276,4182859.93,552680.8654,4182904.528,552740.0809,4182914.702,48.13,19,59.66,
839,593,552838.4192,4182993.032,552786.5502,4182984.737,552779.0968,4183031.341,552830.9658,4183039.637,48.28,19,59.66,
805,472,553229.3513,4182472.497,553166.326,4182408.43,553115.7879,4182458.146,553178.8132,4182522.213,48.64,18,90.93,
186,447,552423.9584,4182702.175,552391.0411,4182696.536,552381.1979,4182753.988,552414.1152,4182759.628,48.87,4,77.38,
638,253,553241.5228,4182766.929,553209.8429,4182733.841,553162.7853,4182778.897,553194.4652,4182811.985,49.02,14,49.02,
791,32,553175.9039,4182524.643,553116.2711,4182465.719,553068.9716,4182513.588,553128.6045,4182572.512,49.24,18,90.93,
171,131,552651.1426,4182268.794,552608.6179,4182225.754,552574.4687,4182259.493,552616.9934,4182302.534,49.4,4,77.38,
835,465,552881.9595,4183052.511,552844.347,4183046.186,552834.3485,4183105.639,552871.961,4183111.964,49.44,19,59.66,
798,244,553329.9917,4182526.859,553256.6933,4182452.741,553182.596,4182526.018,553255.8944,4182600.137,49.66,18,90.93,
822,89,552871.635,4183051.356,552828.7484,4183044.273,552820.6366,4183093.391,552863.5232,4183100.474,50.08,19,59.66,
799,280,552931.04,4182447.107,552902.3462,4182414.161,552871.3659,4182441.142,552900.0598,4182474.088,50.09,18,90.93,
187,460,552740.6004,4182449.614,552669.1094,4182377.792,552580.1056,4182466.386,552651.5966,4182538.208,50.16,4,77.38,
203,704,552446.4897,4182338.698,552403.3626,4182331.618,552394.0307,4182388.462,552437.1579,4182395.542,50.29,4,77.38,
794,107,553252.7344,4182603.062,553179.4107,4182529.062,553129.3826,4182578.632,553202.7064,4182652.632,50.42,18,90.93,
191,533,552447.8654,4182376.892,552397.8906,4182368.752,552387.0403,4182435.371,552437.0151,4182443.511,50.54,4,77.38,
169,81,552721.6765,4182615.789,552689.7096,4182610.258,552679.8327,4182667.347,552711.7995,4182672.877,50.63,4,77.38,
836,496,552914.2183,4182844.599,552821.7273,4182814.277,552702.0136,4183179.445,552794.5046,4183209.766,50.64,19,59.66,
194,595,552282.6911,4182466.195,552241.5446,4182459.287,552233.5181,4182507.095,552274.6646,4182514.003,50.76,4,77.38,
807,523,552990.2293,4182132.011,552952.5186,4182093.744,552894.5676,4182150.851,552932.2782,4182189.119,51.58,18,90.93,
834,388,552515.5241,4183143.738,552485.3347,4183138.685,552479.3699,4183174.323,552509.5593,4183179.376,51.64,19,59.66,
170,83,552612.667,4182684.693,552573.8316,4182678.275,552565.1733,4182730.67,552604.0087,4182737.088,51.73,4,77.38,
816,808,552895.0877,4182144.053,552839.0352,4182087.525,552793.5205,4182132.657,552849.573,4182189.185,51.78,18,90.93,
178,277,552464.062,4182661.074,552410.0544,4182651.893,552399.1954,4182715.771,552453.2029,4182724.952,52.01,4,77.38,
837,499,552436.3224,4183312.138,552383.6116,4183303.611,552371.9426,4183375.739,552424.6533,4183384.267,52.03,19,59.66,
795,154,552955.03,4182301.604,552920.1422,4182267.01,552871.3112,4182316.256,552906.199,4182350.85,52.4,18,90.93,
195,614,552264.8117,4182591.172,552219.9984,4182583.594,552213.901,4182619.647,552258.7143,4182627.226,53.41,4,77.38,
173,150,552320.492,4182271.67,552272.9547,4182263.832,552265.3903,4182309.706,552312.9276,4182317.544,53.68,4,77.38,
844,785,552820.5315,4182839.762,552781.9346,4182833.851,552774.5998,4182881.745,552813.1967,4182887.656,54.16,19,59.66,
843,768,552574.8868,4183045.339,552515.6341,4183035.568,552508.8828,4183076.509,552568.1356,4183086.28,54.19,19,59.66,
367,232,553453.1414,4182805.373,553410.0767,4182762.076,553366.6599,4182805.261,553409.7245,4182848.557,54.62,8,111.31,
840,617,552738.7236,4182949.19,552692.0364,4182941.553,552686.7943,4182973.597,552733.4815,4182981.234,54.84,19,59.66,
381,669,553483.4667,4182835.413,553443.654,4182795.381,553394.7924,4182843.975,553434.6051,4182884.007,55.22,8,111.31,
797,217,552869.3636,4182216.801,552843.7334,4182191.265,552813.8904,4182221.217,552839.5206,4182246.753,55.39,18,90.93,
168,67,552368.6066,4182537.514,552327.1085,4182530.48,552317.1565,4182589.2,552358.6546,4182596.234,55.51,4,77.38,
196,623,552346.9479,4182533.919,552311.8878,4182527.921,552302.028,4182585.556,552337.0881,4182591.553,55.55,4,77.38,
825,136,553001.524,4183280.212,552907.9226,4183264.803,552892.6464,4183357.596,552986.2478,4183373.005,55.65,19,59.66,
826,156,553181.4042,4182960.144,553167.8948,4182886.365,552412.6047,4183024.666,552426.1141,4183098.444,55.8,19,59.66,
189,512,552754.5953,4182555.086,552721.6882,4182521.513,552697.6112,4182545.112,552730.5184,4182578.686,56.3,4,77.38,
209,822,552411.8011,4182317.179,552296.3845,4182201.178,552241.0129,4182256.271,552356.4295,4182372.272,56.34,4,77.38,
804,445,553167.1025,4182247.788,553119.5224,4182200.171,553074.0454,4182245.613,553121.6254,4182293.23,56.4,18,90.93,
197,631,552410.5039,4182192.014,552375.3857,4182156.116,552322.4534,4182207.899,552357.5716,4182243.796,56.69,4,77.38,
808,555,553349.1397,4182963.305,552486.255,4182382.14,552449.3906,4182436.874,553312.2754,4183018.039,57.93,18,90.93,
193,565,552293.4666,4182437.184,552266.4339,4182434.031,552261.8698,4182473.17,552288.9025,4182476.322,57.94,4,77.38,
200,694,552356.8819,4182478.611,552324.756,4182473.07,552319.29,4182504.763,552351.416,4182510.303,59.01,4,77.38,
827,171,552540.7811,4182996.913,552483.1878,4182987.073,552470.9204,4183058.879,552528.5137,4183068.719,59.66,19,59.66,
802,414,553098.6109,4182214.674,553065.1538,4182181.088,553025.7171,4182220.372,553059.1743,4182253.959,60.05,18,90.93,
208,800,552355.1891,4182492.276,552322.4319,4182486.777,552315.1894,4182529.919,552347.9467,4182535.418,60.5,4,77.38,
167,61,552284.3638,4182571.615,552223.7063,4182561.715,552216.8782,4182603.552,552277.5358,4182613.452,60.56,4,77.38,
762,102,552507.6459,4183191.537,552471.8428,4183185.48,552462.8283,4183238.761,552498.6314,4183244.819,61.14,17,89.69,
174,219,552744.5324,4182563.867,552720.9871,4182539.927,552687.1607,4182573.197,552710.706,4182597.136,61.31,4,77.38,
206,796,552378.0424,4182480.714,552336.9102,4182474.005,552327.3698,4182532.494,552368.502,4182539.203,61.68,4,77.38,
